Candidate,Office,Seat,Year,Ideology,Lower,Upper,Party,State,Order
Yvette D. Clarke,U.S. House,CD-9,2012,-2.52,-2.702,-2.337,Democratic,New York,9
Yvette D. Clarke,U.S. House,CD-9,2014,-2.466,-2.659,-2.275,Democratic,New York,9
Yvette D. Clarke,U.S. House,CD-9,2016,-2.41,-2.593,-2.224,Democratic,New York,9
Yvette D. Clarke,U.S. House,CD-9,2018,-2.507,-2.693,-2.321,Democratic,New York,9
Yvette D. Clarke,U.S. House,CD-9,2020,-2.517,-2.695,-2.347,Democratic,New York,9
Yvette D. Clarke,U.S. House,CD-9,2022,-2.434,-2.609,-2.248,Democratic,New York,9
Yvette D. Clarke,U.S. House,CD-9,2024,-2.592,-2.857,-2.351,Democratic,New York,9
Diana DeGette,U.S. House,CD-1,2010,-2.725,-2.899,-2.56,Democratic,Colorado,1
Diana DeGette,U.S. House,CD-1,2012,-2.64,-2.782,-2.506,Democratic,Colorado,1
Diana DeGette,U.S. House,CD-1,2014,-2.56,-2.711,-2.407,Democratic,Colorado,1
Diana DeGette,U.S. House,CD-1,2016,-2.442,-2.61,-2.282,Democratic,Colorado,1
Diana DeGette,U.S. House,CD-1,2018,-2.414,-2.565,-2.27,Democratic,Colorado,1
Diana DeGette,U.S. House,CD-1,2020,-2.442,-2.593,-2.297,Democratic,Colorado,1
Diana DeGette,U.S. House,CD-1,2022,-2.378,-2.54,-2.214,Democratic,Colorado,1
Diana DeGette,U.S. House,CD-1,2024,-2.395,-2.579,-2.208,Democratic,Colorado,1
Kristin Cabral,U.S. House,CD-10,2012,-1.689,-1.949,-1.432,Democratic,Virginia,10
Frank Wolf,U.S. House,CD-10,2010,1.109,0.961,1.262,Republican,Virginia,10
Frank Wolf,U.S. House,CD-10,2012,1.088,0.973,1.203,Republican,Virginia,10
Kathy Hochul,U.S. House,CD-27,2012,-1.57,-1.697,-1.442,Democratic,New York,27
Kathy Hochul,Governor,Gov,2022,-2.211,-2.255,-2.168,Democratic,New York,103
Chris Collins,U.S. House,CD-27,2012,1.362,1.218,1.508,Republican,New York,27
Chris Collins,U.S. House,CD-27,2014,1.358,1.22,1.5,Republican,New York,27
Chris Collins,U.S. House,CD-27,2016,1.329,1.158,1.502,Republican,New York,27
Chris Collins,U.S. House,CD-27,2018,1.693,1.51,1.88,Republican,New York,27
Christopher Lee,U.S. House,CD-26,2010,1.205,1.02,1.392,Republican,New York,26
Jim Gerlach,U.S. House,CD-6,2010,1.077,0.926,1.229,Republican,Pennsylvania,6
Jim Gerlach,U.S. House,CD-6,2012,1.039,0.922,1.157,Republican,Pennsylvania,6
Allyson Schwartz,U.S. House,CD-13,2010,-2.457,-2.621,-2.286,Democratic,Pennsylvania,13
Allyson Schwartz,U.S. House,CD-13,2012,-2.431,-2.573,-2.297,Democratic,Pennsylvania,13
Peter T. King,U.S. House,CD-3,2010,1.37,1.207,1.539,Republican,New York,3
Peter T. King,U.S. House,CD-2,2012,1.381,1.253,1.512,Republican,New York,2
Peter T. King,U.S. House,CD-2,2014,1.296,1.138,1.456,Republican,New York,2
Peter T. King,U.S. House,CD-2,2016,1.227,1.077,1.381,Republican,New York,2
Peter T. King,U.S. House,CD-2,2018,1.23,1.066,1.393,Republican,New York,2
Carolyn McCarty,U.S. House,CD-4,2010,-1.998,-2.206,-1.804,Democratic,New York,4
Carolyn McCarty,U.S. House,CD-4,2012,-1.876,-2.028,-1.72,Democratic,New York,4
Francis Becker Jr.,U.S. House,CD-4,2010,1.053,0.818,1.293,Republican,New York,4
Francis Becker Jr.,U.S. House,CD-4,2012,1.012,0.77,1.251,Republican,New York,4
Donna Edwards,U.S. House,CD-4,2010,-2.569,-2.763,-2.386,Democratic,Maryland,4
Donna Edwards,U.S. House,CD-4,2012,-2.565,-2.707,-2.421,Democratic,Maryland,4
Donna Edwards,U.S. House,CD-4,2014,-2.555,-2.734,-2.383,Democratic,Maryland,4
John Delaney,U.S. House,CD-6,2012,-1.679,-1.839,-1.507,Democratic,Maryland,6
John Delaney,U.S. House,CD-6,2014,-1.835,-1.986,-1.686,Democratic,Maryland,6
John Delaney,U.S. House,CD-6,2016,-1.765,-1.922,-1.613,Democratic,Maryland,6
Roscoe Bartlett,U.S. House,CD-6,2010,1.55,1.379,1.723,Republican,Maryland,6
Roscoe Bartlett,U.S. House,CD-6,2012,1.562,1.428,1.698,Republican,Maryland,6
Dana Rohrabacher,U.S. House,CD-46,2010,1.739,1.569,1.91,Republican,California,46
Dana Rohrabacher,U.S. House,CD-48,2012,1.745,1.609,1.877,Republican,California,48
Dana Rohrabacher,U.S. House,CD-48,2014,1.712,1.557,1.864,Republican,California,48
Dana Rohrabacher,U.S. House,CD-48,2016,1.794,1.606,1.985,Republican,California,48
Dana Rohrabacher,U.S. House,CD-48,2018,1.95,1.708,2.205,Republican,California,48
Alan Lowenthal,U.S. House,CD-47,2012,-2.387,-2.599,-2.176,Democratic,California,47
Alan Lowenthal,U.S. House,CD-47,2014,-2.312,-2.486,-2.141,Democratic,California,47
Alan Lowenthal,U.S. House,CD-47,2016,-2.251,-2.425,-2.078,Democratic,California,47
Alan Lowenthal,U.S. House,CD-47,2018,-2.229,-2.402,-2.057,Democratic,California,47
Alan Lowenthal,U.S. House,CD-47,2020,-2.255,-2.426,-2.083,Democratic,California,47
Gary DeLong,U.S. House,CD-47,2012,0.816,0.559,1.073,Republican,California,47
Allen West,U.S. House,CD-22,2010,2.131,1.925,2.343,Republican,Florida,22
Allen West,U.S. House,CD-18,2012,2.627,2.472,2.788,Republican,Florida,18
Lois Frankel,U.S. House,CD-22,2012,-2.213,-2.374,-2.057,Democratic,Florida,22
Lois Frankel,U.S. House,CD-22,2014,-2.165,-2.307,-2.018,Democratic,Florida,22
Lois Frankel,U.S. House,CD-21,2016,-2.295,-2.439,-2.153,Democratic,Florida,21
Lois Frankel,U.S. House,CD-21,2018,-2.278,-2.436,-2.126,Democratic,Florida,21
Lois Frankel,U.S. House,CD-21,2020,-2.235,-2.389,-2.087,Democratic,Florida,21
Lois Frankel,U.S. House,CD-22,2022,-2.295,-2.444,-2.147,Democratic,Florida,22
Lois Frankel,U.S. House,CD-22,2024,-2.367,-2.542,-2.201,Democratic,Florida,22
Adam Hasner,U.S. House,CD-22,2012,1.178,0.968,1.38,Republican,Florida,22
Ron Klein,U.S. House,CD-22,2010,-2.18,-2.366,-2.001,Democratic,Florida,22
Collin C. Peterson,U.S. House,CD-7,2010,-0.653,-0.823,-0.478,Democratic,Minnesota,7
Collin C. Peterson,U.S. House,CD-7,2012,-0.614,-0.759,-0.469,Democratic,Minnesota,7
Collin C. Peterson,U.S. House,CD-7,2014,-0.748,-0.91,-0.594,Democratic,Minnesota,7
Collin C. Peterson,U.S. House,CD-7,2016,-0.665,-0.838,-0.484,Democratic,Minnesota,7
Collin C. Peterson,U.S. House,CD-7,2018,-0.863,-1.043,-0.689,Democratic,Minnesota,7
Collin C. Peterson,U.S. House,CD-7,2020,-0.724,-0.932,-0.512,Democratic,Minnesota,7
Rick Nolan,U.S. House,CD-8,2012,-1.914,-2.068,-1.757,Democratic,Minnesota,8
Rick Nolan,U.S. House,CD-8,2014,-2.028,-2.166,-1.889,Democratic,Minnesota,8
Rick Nolan,U.S. House,CD-8,2016,-2.022,-2.174,-1.871,Democratic,Minnesota,8
Chip Cravaack,U.S. House,CD-8,2010,1.903,1.701,2.11,Republican,Minnesota,8
Chip Cravaack,U.S. House,CD-8,2012,1.887,1.726,2.051,Republican,Minnesota,8
Jean Schmidt,U.S. House,CD-2,2010,1.846,1.688,2.009,Republican,Ohio,2
William R. Smith,U.S. House,CD-2,2012,-0.501,-0.789,-0.223,Democratic,Ohio,2
William R. Smith,U.S. House,CD-2,2016,-0.236,-0.556,0.093,Democratic,Ohio,2
Brad Wenstrup,U.S. House,CD-2,2012,1.354,1.173,1.536,Republican,Ohio,2
Brad Wenstrup,U.S. House,CD-2,2014,1.358,1.199,1.517,Republican,Ohio,2
Brad Wenstrup,U.S. House,CD-2,2016,1.392,1.239,1.547,Republican,Ohio,2
Brad Wenstrup,U.S. House,CD-2,2018,1.504,1.348,1.667,Republican,Ohio,2
Brad Wenstrup,U.S. House,CD-2,2020,1.716,1.558,1.879,Republican,Ohio,2
Brad Wenstrup,U.S. House,CD-2,2022,1.64,1.472,1.808,Republican,Ohio,2
Jim Matheson,U.S. House,CD-2,2010,-0.592,-0.737,-0.441,Democratic,Utah,2
Jim Matheson,U.S. House,CD-4,2012,-0.636,-0.736,-0.54,Democratic,Utah,4
Mia Love,U.S. House,CD-4,2012,1.878,1.713,2.038,Republican,Utah,4
Mia Love,U.S. House,CD-4,2014,1.872,1.719,2.029,Republican,Utah,4
Mia Love,U.S. House,CD-4,2016,1.797,1.645,1.946,Republican,Utah,4
Mia Love,U.S. House,CD-4,2018,1.78,1.613,1.942,Republican,Utah,4
Robert Scott,U.S. House,CD-3,2010,-2.367,-2.563,-2.176,Democratic,Virginia,3
Robert Scott,U.S. House,CD-3,2012,-2.458,-2.604,-2.316,Democratic,Virginia,3
Robert Scott,U.S. House,CD-3,2014,-2.352,-2.512,-2.199,Democratic,Virginia,3
Robert Scott,U.S. House,CD-3,2016,-2.189,-2.34,-2.041,Democratic,Virginia,3
Robert Scott,U.S. House,CD-3,2018,-2.131,-2.268,-1.992,Democratic,Virginia,3
Robert Scott,U.S. House,CD-3,2020,-2.244,-2.393,-2.094,Democratic,Virginia,3
Robert Scott,U.S. House,CD-3,2022,-2.197,-2.351,-2.042,Democratic,Virginia,3
Robert Scott,U.S. House,CD-3,2024,-2.204,-2.392,-2.02,Democratic,Virginia,3
Judy Biggert,U.S. House,CD-13,2010,1.081,0.934,1.233,Republican,Illinois,13
Judy Biggert,U.S. House,CD-11,2012,1.014,0.891,1.138,Republican,Illinois,11
Manan Trivedi,U.S. House,CD-6,2010,-1.893,-2.086,-1.701,Democratic,Pennsylvania,6
Manan Trivedi,U.S. House,CD-6,2012,-1.913,-2.078,-1.744,Democratic,Pennsylvania,6
Manan Trivedi,U.S. House,CD-6,2014,-2.027,-2.212,-1.853,Democratic,Pennsylvania,6
"Joseph Sestak, Jr.",U.S. Senate,Sen-III,2010,-2.189,-2.24,-2.141,Democratic,Pennsylvania,102
Rob Andrews,U.S. House,CD-1,2010,-2.025,-2.208,-1.849,Democratic,New Jersey,1
Rob Andrews,U.S. House,CD-1,2012,-1.92,-2.073,-1.764,Democratic,New Jersey,1
Greg Horton,U.S. House,CD-1,2012,0.943,0.578,1.312,Republican,New Jersey,1
Linda Sanchez,U.S. House,CD-39,2010,-2.315,-2.568,-2.074,Democratic,California,39
Linda Sanchez,U.S. House,CD-38,2012,-2.277,-2.444,-2.113,Democratic,California,38
Linda Sanchez,U.S. House,CD-38,2014,-2.331,-2.508,-2.152,Democratic,California,38
Linda Sanchez,U.S. House,CD-38,2016,-2.32,-2.502,-2.135,Democratic,California,38
Linda Sanchez,U.S. House,CD-38,2018,-2.377,-2.561,-2.197,Democratic,California,38
Linda Sanchez,U.S. House,CD-38,2020,-2.337,-2.537,-2.143,Democratic,California,38
Linda Sanchez,U.S. House,CD-38,2022,-2.338,-2.537,-2.144,Democratic,California,38
Linda Sanchez,U.S. House,CD-38,2024,-2.338,-2.575,-2.105,Democratic,California,38
Benjamin Campos,U.S. House,CD-38,2012,0.595,0.279,0.901,Republican,California,38
Benjamin Campos,U.S. House,CD-38,2014,0.797,0.498,1.105,Republican,California,38
Steve Womack,U.S. House,CD-3,2010,1.244,1.088,1.396,Republican,Arkansas,3
Steve Womack,U.S. House,CD-3,2012,1.396,1.269,1.526,Republican,Arkansas,3
Steve Womack,U.S. House,CD-3,2014,1.434,1.297,1.576,Republican,Arkansas,3
Steve Womack,U.S. House,CD-3,2016,1.363,1.201,1.52,Republican,Arkansas,3
Steve Womack,U.S. House,CD-3,2018,1.565,1.4,1.729,Republican,Arkansas,3
Steve Womack,U.S. House,CD-3,2020,1.869,1.708,2.035,Republican,Arkansas,3
Steve Womack,U.S. House,CD-3,2022,1.834,1.666,2.01,Republican,Arkansas,3
Steve Womack,U.S. House,CD-3,2024,1.556,1.356,1.755,Republican,Arkansas,3
John Boozman,U.S. Senate,Sen-III,2010,1.48,1.381,1.581,Republican,Arkansas,102
John Boozman,U.S. Senate,Sen-III,2016,1.452,1.354,1.551,Republican,Arkansas,102
John Boozman,U.S. Senate,Sen-III,2022,1.85,1.741,1.96,Republican,Arkansas,102
Adam Smith,U.S. House,CD-9,2010,-1.867,-2.033,-1.71,Democratic,Washington,9
Adam Smith,U.S. House,CD-9,2012,-1.749,-1.88,-1.615,Democratic,Washington,9
Adam Smith,U.S. House,CD-9,2014,-2.015,-2.17,-1.86,Democratic,Washington,9
Adam Smith,U.S. House,CD-9,2016,-1.979,-2.139,-1.819,Democratic,Washington,9
Adam Smith,U.S. House,CD-9,2018,-1.979,-2.141,-1.814,Democratic,Washington,9
Adam Smith,U.S. House,CD-9,2020,-2.126,-2.291,-1.965,Democratic,Washington,9
Adam Smith,U.S. House,CD-9,2022,-2.202,-2.366,-2.038,Democratic,Washington,9
Adam Smith,U.S. House,CD-9,2024,-2.245,-2.426,-2.066,Democratic,Washington,9
Denny Heck,U.S. House,CD-3,2010,-1.983,-2.156,-1.823,Democratic,Washington,3
Denny Heck,U.S. House,CD-10,2012,-1.819,-1.972,-1.661,Democratic,Washington,10
Denny Heck,U.S. House,CD-10,2014,-1.911,-2.051,-1.777,Democratic,Washington,10
Denny Heck,U.S. House,CD-10,2016,-1.843,-2.001,-1.681,Democratic,Washington,10
Denny Heck,U.S. House,CD-10,2018,-1.885,-2.043,-1.73,Democratic,Washington,10
Richard Muri,U.S. House,CD-9,2010,1.451,1.234,1.672,Republican,Washington,9
Richard Muri,U.S. House,CD-10,2012,1.088,0.843,1.331,Republican,Washington,10
Jeff Denham,U.S. House,CD-19,2010,1.22,1.023,1.41,Republican,California,19
Jeff Denham,U.S. House,CD-10,2012,1.295,1.167,1.426,Republican,California,10
Jeff Denham,U.S. House,CD-10,2014,1.19,1.021,1.356,Republican,California,10
Jeff Denham,U.S. House,CD-10,2016,1.198,1.012,1.382,Republican,California,10
Jeff Denham,U.S. House,CD-10,2018,1.396,1.195,1.606,Republican,California,10
Devin Nunes,U.S. House,CD-21,2010,1.407,1.206,1.607,Republican,California,21
Devin Nunes,U.S. House,CD-22,2012,1.388,1.229,1.552,Republican,California,22
Devin Nunes,U.S. House,CD-22,2014,1.116,0.912,1.311,Republican,California,22
Devin Nunes,U.S. House,CD-22,2016,1.134,0.918,1.354,Republican,California,22
Devin Nunes,U.S. House,CD-22,2018,1.871,1.644,2.092,Republican,California,22
Devin Nunes,U.S. House,CD-22,2020,1.952,1.751,2.163,Republican,California,22
Gary McDowell,U.S. House,CD-1,2010,-1.716,-1.908,-1.53,Democratic,Michigan,1
Gary McDowell,U.S. House,CD-1,2012,-1.699,-1.864,-1.531,Democratic,Michigan,1
Dan Benishek,U.S. House,CD-1,2010,1.565,1.387,1.744,Republican,Michigan,1
Dan Benishek,U.S. House,CD-1,2012,1.598,1.471,1.723,Republican,Michigan,1
Dan Benishek,U.S. House,CD-1,2014,1.567,1.428,1.71,Republican,Michigan,1
Charles Dumas,U.S. House,CD-5,2012,-1.812,-2.135,-1.497,Democratic,Pennsylvania,5
Glenn Thompson,U.S. House,CD-5,2010,1.553,1.394,1.724,Republican,Pennsylvania,5
Glenn Thompson,U.S. House,CD-5,2012,1.464,1.331,1.593,Republican,Pennsylvania,5
Glenn Thompson,U.S. House,CD-5,2014,1.266,1.126,1.41,Republican,Pennsylvania,5
Glenn Thompson,U.S. House,CD-5,2016,1.216,1.078,1.349,Republican,Pennsylvania,5
Glenn Thompson,U.S. House,CD-15,2018,1.482,1.344,1.619,Republican,Pennsylvania,15
Glenn Thompson,U.S. House,CD-15,2020,1.7,1.559,1.843,Republican,Pennsylvania,15
Glenn Thompson,U.S. House,CD-15,2022,1.732,1.594,1.868,Republican,Pennsylvania,15
Glenn Thompson,U.S. House,CD-15,2024,1.689,1.532,1.841,Republican,Pennsylvania,15
Scott DesJarlais,U.S. House,CD-4,2010,1.594,1.389,1.804,Republican,Tennessee,4
Scott DesJarlais,U.S. House,CD-4,2012,1.633,1.511,1.757,Republican,Tennessee,4
Scott DesJarlais,U.S. House,CD-4,2014,1.643,1.48,1.804,Republican,Tennessee,4
Scott DesJarlais,U.S. House,CD-4,2016,1.63,1.46,1.8,Republican,Tennessee,4
Scott DesJarlais,U.S. House,CD-4,2018,1.739,1.578,1.899,Republican,Tennessee,4
Scott DesJarlais,U.S. House,CD-4,2020,2.027,1.861,2.198,Republican,Tennessee,4
Scott DesJarlais,U.S. House,CD-4,2022,1.999,1.834,2.168,Republican,Tennessee,4
Scott DesJarlais,U.S. House,CD-4,2024,1.981,1.813,2.16,Republican,Tennessee,4
Mary Headrick,U.S. House,CD-3,2012,-1.267,-1.487,-1.038,Democratic,Tennessee,3
Mary Headrick,U.S. House,CD-3,2014,-1.425,-1.632,-1.218,Democratic,Tennessee,3
Charles J. Fleischmann,U.S. House,CD-3,2010,1.293,1.088,1.495,Republican,Tennessee,3
Charles J. Fleischmann,U.S. House,CD-3,2012,1.436,1.307,1.57,Republican,Tennessee,3
Charles J. Fleischmann,U.S. House,CD-3,2014,1.482,1.337,1.627,Republican,Tennessee,3
Charles J. Fleischmann,U.S. House,CD-3,2016,1.38,1.227,1.526,Republican,Tennessee,3
Charles J. Fleischmann,U.S. House,CD-3,2018,1.524,1.352,1.69,Republican,Tennessee,3
Charles J. Fleischmann,U.S. House,CD-3,2020,1.731,1.584,1.881,Republican,Tennessee,3
Charles J. Fleischmann,U.S. House,CD-3,2022,1.698,1.535,1.861,Republican,Tennessee,3
Charles J. Fleischmann,U.S. House,CD-3,2024,1.812,1.653,1.98,Republican,Tennessee,3
Lincoln Davis,U.S. House,CD-4,2010,-0.614,-0.831,-0.406,Democratic,Tennessee,4
Vern Buchanan,U.S. House,CD-13,2010,1.367,1.233,1.496,Republican,Florida,13
Vern Buchanan,U.S. House,CD-16,2012,1.467,1.366,1.57,Republican,Florida,16
Vern Buchanan,U.S. House,CD-16,2014,1.338,1.224,1.454,Republican,Florida,16
Vern Buchanan,U.S. House,CD-16,2016,1.367,1.237,1.491,Republican,Florida,16
Vern Buchanan,U.S. House,CD-16,2018,1.497,1.35,1.646,Republican,Florida,16
Vern Buchanan,U.S. House,CD-16,2020,1.725,1.588,1.872,Republican,Florida,16
Vern Buchanan,U.S. House,CD-16,2022,1.585,1.437,1.73,Republican,Florida,16
Vern Buchanan,U.S. House,CD-16,2024,1.494,1.334,1.649,Republican,Florida,16
Rick Larsen,U.S. House,CD-2,2010,-1.944,-2.097,-1.796,Democratic,Washington,2
Rick Larsen,U.S. House,CD-2,2012,-1.775,-1.9,-1.651,Democratic,Washington,2
Rick Larsen,U.S. House,CD-2,2014,-1.87,-2.015,-1.723,Democratic,Washington,2
Rick Larsen,U.S. House,CD-2,2016,-1.837,-2.006,-1.665,Democratic,Washington,2
Rick Larsen,U.S. House,CD-2,2018,-1.914,-2.065,-1.762,Democratic,Washington,2
Rick Larsen,U.S. House,CD-2,2020,-1.972,-2.126,-1.819,Democratic,Washington,2
Rick Larsen,U.S. House,CD-2,2022,-1.976,-2.125,-1.825,Democratic,Washington,2
Rick Larsen,U.S. House,CD-2,2024,-2.143,-2.319,-1.975,Democratic,Washington,2
Suzan DelBene,U.S. House,CD-8,2010,-2.05,-2.214,-1.879,Democratic,Washington,8
Suzan DelBene,U.S. House,CD-1,2012,-2.172,-2.316,-2.028,Democratic,Washington,1
Suzan DelBene,U.S. House,CD-1,2014,-2.257,-2.401,-2.117,Democratic,Washington,1
Suzan DelBene,U.S. House,CD-1,2016,-2.191,-2.349,-2.04,Democratic,Washington,1
Suzan DelBene,U.S. House,CD-1,2018,-2.202,-2.354,-2.056,Democratic,Washington,1
Suzan DelBene,U.S. House,CD-1,2020,-2.304,-2.459,-2.15,Democratic,Washington,1
Suzan DelBene,U.S. House,CD-1,2022,-2.371,-2.527,-2.218,Democratic,Washington,1
Suzan DelBene,U.S. House,CD-1,2024,-2.489,-2.675,-2.305,Democratic,Washington,1
John Koster,U.S. House,CD-2,2010,1.736,1.579,1.893,Republican,Washington,2
John Koster,U.S. House,CD-1,2012,1.764,1.604,1.928,Republican,Washington,1
Bernie Thompson,U.S. House,CD-2,2010,-2.631,-2.864,-2.403,Democratic,Mississippi,2
Bernie Thompson,U.S. House,CD-2,2012,-2.592,-2.763,-2.419,Democratic,Mississippi,2
Bernie Thompson,U.S. House,CD-2,2014,-2.486,-2.674,-2.298,Democratic,Mississippi,2
Bernie Thompson,U.S. House,CD-2,2016,-2.564,-2.759,-2.376,Democratic,Mississippi,2
Bernie Thompson,U.S. House,CD-2,2018,-2.572,-2.766,-2.378,Democratic,Mississippi,2
Bernie Thompson,U.S. House,CD-2,2020,-2.511,-2.704,-2.322,Democratic,Mississippi,2
Bernie Thompson,U.S. House,CD-2,2022,-2.518,-2.701,-2.339,Democratic,Mississippi,2
Bernie Thompson,U.S. House,CD-2,2024,-2.516,-2.713,-2.319,Democratic,Mississippi,2
Bill Marcy,U.S. House,CD-2,2010,1.115,0.817,1.412,Republican,Mississippi,2
Bill Marcy,U.S. House,CD-2,2012,1.082,0.831,1.322,Republican,Mississippi,2
Tom Graves,U.S. House,CD-9,2010,1.579,1.392,1.751,Republican,Georgia,9
Tom Graves,U.S. House,CD-14,2012,1.779,1.63,1.927,Republican,Georgia,14
Tom Graves,U.S. House,CD-14,2014,1.683,1.51,1.856,Republican,Georgia,14
Tom Graves,U.S. House,CD-14,2016,1.658,1.492,1.825,Republican,Georgia,14
Tom Graves,U.S. House,CD-14,2018,1.679,1.516,1.847,Republican,Georgia,14
Jason Kendall,U.S. House,CD-7,2012,-0.926,-1.202,-0.636,Democratic,Florida,7
John L. Mica,U.S. House,CD-7,2010,1.319,1.191,1.448,Republican,Florida,7
John L. Mica,U.S. House,CD-7,2012,1.306,1.214,1.4,Republican,Florida,7
John L. Mica,U.S. House,CD-7,2014,1.231,1.102,1.36,Republican,Florida,7
John L. Mica,U.S. House,CD-7,2016,1.199,1.055,1.347,Republican,Florida,7
Jerrold Nadler,U.S. House,CD-8,2010,-2.691,-2.884,-2.503,Democratic,New York,8
Jerrold Nadler,U.S. House,CD-10,2012,-2.59,-2.748,-2.431,Democratic,New York,10
Jerrold Nadler,U.S. House,CD-10,2014,-2.483,-2.666,-2.302,Democratic,New York,10
Jerrold Nadler,U.S. House,CD-10,2016,-2.234,-2.404,-2.056,Democratic,New York,10
Jerrold Nadler,U.S. House,CD-10,2018,-2.383,-2.553,-2.22,Democratic,New York,10
Jerrold Nadler,U.S. House,CD-10,2020,-2.388,-2.541,-2.236,Democratic,New York,10
Jerrold Nadler,U.S. House,CD-12,2022,-2.144,-2.279,-2.005,Democratic,New York,12
Jerrold Nadler,U.S. House,CD-12,2024,-2.343,-2.524,-2.171,Democratic,New York,12
Ralph Hall,U.S. House,CD-4,2010,1.377,1.219,1.532,Republican,Texas,4
Ralph Hall,U.S. House,CD-4,2012,1.459,1.318,1.599,Republican,Texas,4
Samuel Johnson,U.S. House,CD-3,2010,1.778,1.631,1.923,Republican,Texas,3
Samuel Johnson,U.S. House,CD-3,2012,1.719,1.6,1.838,Republican,Texas,3
Samuel Johnson,U.S. House,CD-3,2014,1.657,1.518,1.799,Republican,Texas,3
Samuel Johnson,U.S. House,CD-3,2016,1.6,1.447,1.749,Republican,Texas,3
Bill Owens,U.S. House,CD-23,2010,-1.372,-1.557,-1.187,Democratic,New York,23
Bill Owens,U.S. House,CD-21,2012,-1.328,-1.479,-1.184,Democratic,New York,21
Matt Doheny,U.S. House,CD-23,2010,1.188,0.983,1.398,Republican,New York,23
Matt Doheny,U.S. House,CD-21,2012,1.238,1.044,1.443,Republican,New York,21
Dave Chapman,U.S. House,CD-14,2010,0.901,0.641,1.169,Republican,California,14
Dave Chapman,U.S. House,CD-18,2012,0.764,0.487,1.039,Republican,California,18
Gwen Moore,U.S. House,CD-4,2010,-2.857,-3.058,-2.655,Democratic,Wisconsin,4
Gwen Moore,U.S. House,CD-4,2012,-2.917,-3.067,-2.766,Democratic,Wisconsin,4
Gwen Moore,U.S. House,CD-4,2014,-2.922,-3.081,-2.77,Democratic,Wisconsin,4
Gwen Moore,U.S. House,CD-4,2016,-2.839,-3.011,-2.669,Democratic,Wisconsin,4
Gwen Moore,U.S. House,CD-4,2018,-2.633,-2.796,-2.466,Democratic,Wisconsin,4
Gwen Moore,U.S. House,CD-4,2020,-2.677,-2.834,-2.523,Democratic,Wisconsin,4
Gwen Moore,U.S. House,CD-4,2022,-2.604,-2.751,-2.454,Democratic,Wisconsin,4
Gwen Moore,U.S. House,CD-4,2024,-2.666,-2.824,-2.506,Democratic,Wisconsin,4
Jim Sensenbrenner,U.S. House,CD-5,2010,2.04,1.889,2.204,Republican,Wisconsin,5
Jim Sensenbrenner,U.S. House,CD-5,2012,1.909,1.794,2.026,Republican,Wisconsin,5
Jim Sensenbrenner,U.S. House,CD-5,2014,1.682,1.545,1.816,Republican,Wisconsin,5
Jim Sensenbrenner,U.S. House,CD-5,2016,1.654,1.514,1.799,Republican,Wisconsin,5
Jim Sensenbrenner,U.S. House,CD-5,2018,1.714,1.554,1.878,Republican,Wisconsin,5
Paul Ryan,U.S. House,CD-1,2010,1.976,1.799,2.142,Republican,Wisconsin,1
Paul Ryan,U.S. House,CD-1,2012,2.193,2.07,2.321,Republican,Wisconsin,1
Paul Ryan,U.S. House,CD-1,2014,2.011,1.875,2.154,Republican,Wisconsin,1
Paul Ryan,U.S. House,CD-1,2016,1.815,1.669,1.961,Republican,Wisconsin,1
Suzanne Bonamici,U.S. House,CD-1,2012,-2.271,-2.402,-2.14,Democratic,Oregon,1
Suzanne Bonamici,U.S. House,CD-1,2014,-2.262,-2.395,-2.125,Democratic,Oregon,1
Suzanne Bonamici,U.S. House,CD-1,2016,-2.302,-2.447,-2.15,Democratic,Oregon,1
Suzanne Bonamici,U.S. House,CD-1,2018,-2.383,-2.517,-2.257,Democratic,Oregon,1
Suzanne Bonamici,U.S. House,CD-1,2020,-2.346,-2.485,-2.209,Democratic,Oregon,1
Suzanne Bonamici,U.S. House,CD-1,2022,-2.304,-2.437,-2.165,Democratic,Oregon,1
Suzanne Bonamici,U.S. House,CD-1,2024,-2.41,-2.574,-2.248,Democratic,Oregon,1
Scott Garrett,U.S. House,CD-5,2010,1.699,1.527,1.869,Republican,New Jersey,5
Scott Garrett,U.S. House,CD-5,2012,1.863,1.729,2.001,Republican,New Jersey,5
Scott Garrett,U.S. House,CD-5,2014,1.932,1.784,2.083,Republican,New Jersey,5
Scott Garrett,U.S. House,CD-5,2016,2.065,1.875,2.262,Republican,New Jersey,5
Chris Murphy,U.S. House,CD-5,2010,-2.176,-2.33,-2.023,Democratic,Connecticut,5
Chris Murphy,U.S. Senate,Sen-I,2012,-2.263,-2.336,-2.19,Democratic,Connecticut,100
Chris Murphy,U.S. Senate,Sen-I,2018,-2.531,-2.63,-2.434,Democratic,Connecticut,100
Chris Murphy,U.S. Senate,Sen-I,2024,-2.416,-2.51,-2.322,Democratic,Connecticut,100
Elizabeth Esty,U.S. House,CD-5,2012,-1.602,-1.773,-1.428,Democratic,Connecticut,5
Elizabeth Esty,U.S. House,CD-5,2014,-2.045,-2.2,-1.895,Democratic,Connecticut,5
Elizabeth Esty,U.S. House,CD-5,2016,-2.048,-2.203,-1.899,Democratic,Connecticut,5
Andrew Roraback,U.S. House,CD-5,2012,0.706,0.542,0.868,Republican,Connecticut,5
Howard Berman,U.S. House,CD-28,2010,-2.104,-2.306,-1.915,Democratic,California,28
