bonica.rid,year,candidate,state
cand36825,2010,edward matthew lockett,kentucky
cand36826,2010,garland andy barr,kentucky
cand36826,2012,garland andy barr,kentucky
cand36826,2014,garland andy barr,kentucky
cand36826,2016,garland andy barr,kentucky
cand36827,2010,michael dale templeman,kentucky
cand36829,2010,john kemper,kentucky
cand36830,2010,george pendergrass,kentucky
cand36840,2004,david ernest duke,louisiana
cand36848,2010,myron b katz,louisiana
cand36864,2012,juan anthony lafonta,louisiana
cand174117,2010,eugene j green jr,louisiana
cand174117,2014,eugene j green jr,louisiana
cand174117,2016,eugene j green jr,louisiana
cand36868,2010,ron austin,louisiana
cand36869,2010,anthony kipp marquize,louisiana
cand36881,2010,kristian lee magar,louisiana
cand36882,2010,ravi sangisetty,louisiana
cand1129,2010,jeffrey m landry,louisiana
cand1129,2012,jeffrey m landry,louisiana
cand36884,2010,chris leopold,louisiana
cand36885,2010,huntington b downer jr,louisiana
cand36885,2012,huntington b downer jr,louisiana
cand36893,2010,david roland melville jr,louisiana
cand36893,2012,david roland melville jr,louisiana
cand36907,2004,peter jon abair,massachusetts
cand36910,2010,michael engel,massachusetts
cand36911,2010,william leslie gunn jr,massachusetts
cand36911,2012,william leslie gunn jr,massachusetts
cand36917,2010,jay scott fleitman,massachusetts
cand36918,2010,tom wesley,massachusetts
cand36918,2012,tom wesley,massachusetts
cand125276,2010,martin a lamb,massachusetts
cand189572,2010,brian herr,massachusetts
cand36926,2010,robert delle,massachusetts
cand36928,2010,michael stopa,massachusetts
cand36928,2014,michael p stopa,massachusetts
cand36938,2010,rachel brown,massachusetts
cand36938,2012,rachel brown,massachusetts
cand132234,2010,sean d bielat,massachusetts
cand132234,2012,sean bielat,massachusetts
cand132234,2014,sean bielat,massachusetts
cand36945,2010,sambo meas,massachusetts
cand36946,2010,jonathan a golnik,massachusetts
cand36946,2012,jonathan a golnik,massachusetts
cand36948,2010,robert shapiro,massachusetts
cand36949,2010,robert michael clark,massachusetts
cand36950,2010,thomas j m weaver,massachusetts
cand36950,2012,thomas jm weaver,massachusetts
cand36956,2010,david michael sukoff,massachusetts
cand36957,2010,william john hudak jr,massachusetts
cand36957,2012,william john hudak jr,massachusetts
cand36958,2010,robert j mccarthy jr,massachusetts
cand125366,2010,gerry dembrowski,massachusetts
cand125366,2012,gerry dembrowski,massachusetts
cand36968,2010,keith philip lepor,massachusetts
cand36969,2010,macdonald king dalessandro,massachusetts
cand36974,2010,raymond kasperowicz,massachusetts
cand36975,2010,jeffrey davis perry,massachusetts
cand36975,2012,jeffrey davis perry,massachusetts
cand106975,2010,joseph daniel malone,massachusetts
cand106975,2012,joseph daniel malone,massachusetts
cand1131,2010,william richard keating,massachusetts
cand1131,2012,william richard keating,massachusetts
cand1131,2014,william richard keating,massachusetts
cand1131,2016,william richard keating,massachusetts
cand36977,2010,robert a oleary,massachusetts
cand36977,2014,robert a oleary,massachusetts
cand36979,2010,robert e hayden,massachusetts
cand36980,2010,james andrew sheets,massachusetts
cand36981,2010,maryanne lewis,massachusetts
cand36981,2012,maryanne lewis,massachusetts
cand36985,2004,donald m dearmon,maryland
cand36988,2004,richard f colburn,maryland
cand37000,2010,jack wilson sr,maryland
cand37013,2010,marcelo gabriel cardarelli,maryland
cand37013,2012,marcelo gabriel cardarelli,maryland
cand37015,2010,raymond atkins,maryland
cand37015,2012,raymond atkins,maryland
cand37027,2008,thomas kevin carney,maryland
cand37027,2010,thomas kevin carney,maryland
cand37030,2010,jim wilhelm,maryland
cand37031,2010,gregory adam bartosz,maryland
cand37046,2010,herman lee taylor jr,maryland
cand37056,2010,charles j lollar,maryland
cand37056,2012,charles j lollar,maryland
cand37057,2010,andrew charles gall,maryland
cand37075,2010,casey clark,maryland
cand175562,2010,frank charles mirabile jr,maryland
cand175562,2012,frank charles mirabile jr,maryland
cand175952,2010,christine connell thron,maryland
cand37099,2010,mark andrew grannis,maryland
cand37099,2012,mark andrew grannis,maryland
cand37100,2010,william v thomas,maryland
cand37101,2010,michael lee philips,maryland
cand37117,2004,richard h campbell,maine
cand37119,2010,jason john levesque,maine
cand1132,2010,daniel j benishek,michigan
cand1132,2012,daniel j benishek,michigan
cand1132,2014,daniel j benishek,michigan
cand1132,2016,daniel j benishek,michigan
cand37127,2010,connie saltonstall,michigan
cand37128,2010,jason edward allen,michigan
cand37130,2010,joel sheltrown,michigan
cand37133,2010,gary j mcdowell,michigan
cand37133,2012,gary j mcdowell,michigan
cand37133,2014,gary j mcdowell,michigan
cand37134,2010,glenn a wilson,michigan
cand1133,2010,william p huizenga,michigan
cand1133,2012,william p huizenga,michigan
cand1133,2014,william p the huizenga,michigan
cand1133,2016,william p the huizenga,michigan
cand37146,2010,allen jay riemersma,michigan
cand37146,2012,allen jay riemersma,michigan
cand37147,2010,william c cooper,michigan
cand37148,2010,wayne kuipers,michigan
cand37149,2010,nicolette mcclure,michigan
cand37150,2010,john field reichardt,michigan
cand37150,2012,john field reichardt,michigan
cand37151,2010,edward ted schendel,michigan
cand37152,2010,jeffrey p wincel,michigan
cand1134,2010,justin amash,michigan
cand1134,2012,justin amash,michigan
cand1134,2014,justin amash,michigan
cand1134,2016,justin amash,michigan
cand37167,2010,steven r heacock,michigan
cand37168,2010,robert john overbeek,michigan
cand37169,2010,clyde preston william hardiman,michigan
cand37169,2012,clyde preston william hardiman,michigan
cand37170,2010,louise e johnson,michigan
cand37170,2016,louise e johnson,michigan
cand37171,2010,patrick a miles jr,michigan
cand37172,2010,w paul mayhue,michigan
cand37175,2010,james matthew rogers,michigan
cand37184,2010,jerry melvin campbell,michigan
cand37190,2010,rick wilson,michigan
cand37191,2010,scott livingston withers jr,michigan
cand37192,2010,john kupiec,michigan
cand107028,2010,jacob w jack hoogendyk jr,michigan
cand107028,2012,jack hoogendyk,michigan
cand37213,2010,marvin ernest carlson,michigan
cand37214,2010,brian john rooney,michigan
cand37214,2014,brian john rooney,michigan
cand37216,2010,danny edward davis,michigan
cand37216,2014,danny edward davis,michigan
cand37225,2010,kande ngalamulume,michigan
cand37226,2010,lance lyle enderle,michigan
cand37226,2012,lance l enderle,michigan
cand37238,2010,paul f f welday,michigan
cand37238,2012,paul f welday,michigan
cand104712,2010,andrew rocky raczkowski,michigan
cand104712,2012,andrew rocky raczkowski,michigan
cand37241,2010,richard d kuhn,michigan
cand37252,2004,alan l cropsey,michigan
cand125762,2010,henry yanez,michigan
cand37271,2010,natalie mosher,michigan
cand37282,2010,michael norbert switalski,michigan
cand37283,2010,donald cecil volaric,michigan
cand37283,2012,donald cecil volaric,michigan
cand37318,2010,glenn rodney plummer,michigan
cand37318,2012,glenn rodney plummer,michigan
cand1135,2010,hansen clarke,michigan
cand1135,2012,hansen clarke,michigan
cand1135,2014,hansen clarke,michigan
cand1135,2016,hansen clarke,michigan
cand37320,2010,john w broad,michigan
cand37321,2010,john raymond hauler,michigan
cand37321,2012,john raymond hauler,michigan
cand37344,2010,pauline montie,michigan
cand37346,2010,donald william ukrainec,michigan
cand37352,2010,robert l steele,michigan
cand37382,2010,allen quist,minnesota
cand37382,2012,allen quist,minnesota
cand37383,2010,james hagedorn,minnesota
cand37383,2014,james hagedorn,minnesota
cand37383,2016,james hagedorn,minnesota
cand37384,2010,lars allen johnson,minnesota
cand37384,2012,lars allen johnson,minnesota
cand37385,2010,steven john wilson,minnesota
cand37386,2010,jim engstrand,minnesota
cand37396,2010,shelly madore,minnesota
cand37396,2012,shelly madore,minnesota
cand37404,2010,maureen hackett,minnesota
cand37405,2010,james a meffert,minnesota
cand37407,2010,jonathan e oleson,minnesota
cand37409,2012,kathleen a gaylord,minnesota
cand37410,2004,christopher brien coleman,minnesota
cand37413,2006,steven g steve novak,minnesota
cand37416,2004,thomas james foley,minnesota
cand37420,2010,teresa stanton collett,minnesota
cand37432,2010,lynne torgerson,minnesota
cand37432,2012,lynne torgerson,minnesota
cand37432,2014,lynne torgerson,minnesota
cand37433,2010,joel alexander demos,minnesota
cand37445,2010,maureen kennedy reed,minnesota
cand37446,2010,tarryl lynn clark,minnesota
cand37446,2012,tarryl lynn clark,minnesota
cand37446,2014,tarryl lynn clark,minnesota
cand37450,2008,glen r menze,minnesota
cand37450,2010,glen r menze,minnesota
cand37452,2010,vidar byberg,minnesota
cand37452,2012,lee byberg,minnesota
cand37452,2014,lee byberg,minnesota
cand37463,2010,justin eichorn,minnesota
cand1136,2010,chip cravaack,minnesota
cand1136,2012,raymond j cravaack,minnesota
cand1136,2014,raymond j cravaack,minnesota
cand37477,2010,candice britton,missouri
cand37477,2012,candice lee britton,missouri
cand37478,2010,robyn lynn hamlin,missouri
cand37478,2012,robyn l hamlin,missouri
cand125947,2010,fred n sauer,missouri
cand37494,2004,gene mcnary,missouri
cand37500,2010,elizabeth liz lauber,missouri
cand37514,2010,edward r martin jr,missouri
cand37514,2012,edward r martin,missouri
cand37515,2010,david justus arnold,missouri
cand37527,2006,james a jim noland,missouri
cand1139,2010,vicky jo hartzler,missouri
cand1139,2012,vicky hartzler,missouri
cand1139,2014,vicky hartzler,missouri
cand1139,2016,vicky hartzler,missouri
cand37528,2010,bill stouffer,missouri
cand37529,2010,gregory allen cowan,missouri
cand37530,2010,james a scholz,missouri
cand37531,2010,brian riley,missouri
cand37569,2010,clint hylton,missouri
cand37569,2012,clint hylton,missouri
cand37570,2012,theodore ted rights,missouri
cand37572,2010,kyle a yarber,missouri
cand37572,2012,kyle yarber,missouri
cand37582,2010,jack goodman,missouri
cand37582,2012,jack goodman,missouri
cand1140,2010,billy long,missouri
cand1140,2012,billy long,missouri
cand1140,2014,billy long,missouri
cand1140,2016,billy long,missouri
cand37583,2010,jeffrey frederick wisdom,missouri
cand37584,2010,darrell lee moore,missouri
cand37585,2010,c michael moon,missouri
cand37585,2012,c michael moon,missouri
cand37586,2010,timothy sean davis,missouri
cand37589,2010,scott eckersley,missouri
cand37614,2010,bob parker,missouri
cand37614,2012,bob parker,missouri
cand37615,2010,tommy sowers,missouri
cand37633,2010,clifford jeffrey reed,missouri
cand37635,2010,juan nekai babauta,northern mariana islands
cand37636,2010,jesus camacho borja,northern mariana islands
cand37637,2010,joseph james norita camacho,northern mariana islands
cand37637,2014,joseph james norita camacho,northern mariana islands
cand1137,2010,patrick alan nunnelee,mississippi
cand1137,2012,patrick alan nunnelee,mississippi
cand1137,2014,patrick alan nunnelee,mississippi
cand1137,2016,patrick alan nunnelee,mississippi
cand37641,2010,herman henry ross jr,mississippi
cand37641,2012,herman henry ross jr,mississippi
cand37641,2016,herman henry ross jr,mississippi
cand37642,2010,lester l green,mississippi
cand37643,2010,angela mcglowan,mississippi
cand37643,2012,angela mcglowan,mississippi
cand37643,2014,angela mcglowan,mississippi
cand37652,2010,william louis marcy,mississippi
cand37652,2012,william louis marcy,mississippi
cand37669,2010,joseph joe daniel tegerdine,mississippi
cand1138,2012,steven mccarty palazzo,mississippi
cand1138,2014,steven mccarty palazzo,mississippi
cand1138,2016,steven mccarty palazzo,mississippi
cand37683,2010,dennis dee mcdonald,montana
cand37684,2010,agnes j otjen,montana
cand6883,2010,samuel david rankin,montana
cand6883,2012,sam rankin,montana
cand185963,2010,mark todd french,montana
cand126065,2010,tyler reed gernant,montana
cand37698,2010,william b kennedy jr,north carolina
cand37703,2010,chad edward larkins,north carolina
cand37704,2010,ashley mcmullan woolard,north carolina
cand1149,2010,renee jacisin ellmers,north carolina
cand1149,2012,renee jacisin ellmers,north carolina
cand1149,2014,renee jacisin ellmers,north carolina
cand1149,2016,renee jacisin ellmers,north carolina
cand37720,2010,johnny gerald rouse,north carolina
cand122874,2010,frank xavier roche,north carolina
cand122874,2014,frank x roche,north carolina
cand122874,2016,frank x roche,north carolina
cand37744,2010,james edward taylor jr,north carolina
cand37745,2010,gregory scott sam turner,north carolina
cand37746,2010,william a billy yow,north carolina
cand37746,2012,william a billy yow,north carolina
cand37747,2010,jonathan d mangin,north carolina
cand37749,2010,jeffrey m phillips,north carolina
cand37749,2014,jeffrey marlin phillips,north carolina
cand37758,2010,ilario gregory pantano,north carolina
cand37758,2012,ilario pantano,north carolina
cand37759,2010,jerry grimes,north carolina
cand37767,2010,louis douglass huddleston,north carolina
cand37767,2012,louis douglass huddleston,north carolina
cand37767,2014,louis douglass huddleston,north carolina
cand37768,2010,timothy bruce dannunzio,north carolina
cand37768,2012,timothy bruce dannunzio,north carolina
cand37768,2016,timothy bruce dannunzio,north carolina
cand37769,2010,harold p jordan,north carolina
cand37771,2010,harold nelson johnson,north carolina
cand37771,2012,harold nelson johnson,north carolina
cand37771,2014,harold nelson johnson,north carolina
cand37772,2010,nancy f clark shakir,north carolina
cand37773,2010,lee t cornelison,north carolina
cand37781,2010,jeffrey james doctor,north carolina
cand37781,2012,jeffrey james doctor,north carolina
cand37787,2010,john scott keadle,north carolina
cand37787,2012,scott keadle,north carolina
cand37787,2016,scott keadle,north carolina
cand37788,2010,vance martin patterson,north carolina
cand37788,2012,vance patterson,north carolina
cand37789,2010,jeffrey dale gregory,north carolina
cand37797,2010,dan eichenbaum,north carolina
cand37797,2012,dan eichenbaum,north carolina
cand37799,2010,gregory a newman,north carolina
cand37800,2010,jeffery lane miller,north carolina
cand37806,2004,john thomas cosgrove,north carolina
cand37810,2010,lon vernon cecil,north carolina
cand37814,2010,william alfred randall jr,north carolina
cand37814,2012,william alfred randall jr,north carolina
cand37815,2010,ralph bernard reeves iii,north carolina
cand37815,2012,ralph bernard reeves iii,north carolina
cand37815,2014,ralph bernard reeves iii,north carolina
cand37816,2010,daniel baxter huffman jr,north carolina
cand37818,2010,james anthony hardesty,north carolina
cand1150,2010,richard a berg,north dakota
cand1150,2012,richard a berg,north dakota
cand144907,2010,kevin cramer,north dakota
