candidate_bonica,candidate_ces,bonica.rid,Unique_Project_ID,district_bonica,district_ces,check,cycle,seat,distcyc,state_ces,type,chamber,bioguide_id,Ran prior to 2019,Notes,year_ces,obs,id_lt_ces,state_bonica,id_lt_bonica,score,state,candidate,year
jack g billion,"john ""jack"" billion",cand108598,3390,,0,,2006,state:governor,,south dakota,Gov,,,1,,2006,122,1,south dakota,8,0.93648064,,,
john thune,john thune,cand1479,3391,SDS10,0,,2010,federal:senate,2010_SD_S,south dakota,Sen,Senate,T000250,11,,2010,85,1,south dakota,3,1.0000001,,,
john thune,john thune,cand1479,3391,SDS16,0,,2014,federal:senate,2014_SD_S,south dakota,Sen,Senate,T000250,11,,2014,37,2,south dakota,2,1.0000001,,,
john thune,john thune,cand1479,3391,SDS22,0,,2018,federal:senate,2018_SD_S,south dakota,Sen,Senate,T000250,11,,2018,156,2,south dakota,4,1.0000001,,,
kristi lynn noem,kristi noem,cand1165,3392,SD01,0,FALSE,2010,federal:house,2010_SD_1,south dakota,Rep,,N000184,2,,2010,151,2,south dakota,6,0.9365123,,,
kristi lynn noem,kristi noem,cand1165,3392,SD01,1,TRUE,2012,federal:house,2012_SD_1,south dakota,Rep,House,N000184,9,,2012,68,6,south dakota,3,0.9365123,,,
kristi lynn noem,kristi noem,cand1165,3392,SD01,1,TRUE,2014,federal:house,2014_SD_1,south dakota,Rep,House,N000184,9,,2014,39,3,south dakota,3,0.9365123,,,
kristi lynn noem,kristi noem,cand1165,3392,SD01,1,TRUE,2016,federal:house,2016_SD_1,south dakota,Rep,House,N000184,9,,2016,164,3,south dakota,3,0.9365123,,,
kristi lynn noem,kristi noem,cand1165,3392,SD01,1,TRUE,2018,federal:house,2018_SD_1,south dakota,Rep,House,N000184,9,,2018,156,3,south dakota,3,0.9365123,,,
kristi lynn noem,kristi noem,cand1165,3392,,1,,2016,state:governor,,south dakota,Rep,House,N000184,9,,2016,164,3,south dakota,3,0.9365123,,,
kristi lynn noem,kristi noem,cand1165,3392,,1,,2018,state:governor,,south dakota,Rep,House,N000184,9,,2018,156,3,south dakota,3,0.9365123,,,
mike rounds,mike rounds,cand121774,3393,SDS20,0,,2016,federal:senate,2016_SD_S,south dakota,Sen,,R000605,6,,2016,166,4,south dakota,5,1.0000002,,,
mike rounds,mike rounds,cand121774,3393,SDS20,0,,2018,federal:senate,2018_SD_S,south dakota,Sen,,R000605,6,,2018,156,4,south dakota,1,1.0000002,,,
matt varilek,matt varilek,cand44685,3394,SD01,1,TRUE,2012,federal:house,2012_SD_1,south dakota,Rep,,,2,,2012,68,7,south dakota,4,1.0000002,,,
corinna robinson,paula hawks,,3395,SD01,1,TRUE,2016,federal:house,2016_SD_1,south dakota,Rep,,,1,,2016,165,5,south dakota,4,0.8333079,,,
ronald lee wieczorek,randy luallin,,3396,SD01,1,TRUE,2020,federal:house,2020_SD_1,south dakota,Rep,,,0,,2020,162,5,south dakota,7,0.81977296,,,
richard paul weiland,rick weiland,cand134554,3397,SDS14,0,,2014,federal:senate,2014_SD_S,south dakota,Sen,,,2,,2014,36,5,south dakota,7,0.8889104,,,
timothy w bjorkman,tim bjorkman,cand141687,3398,SD01,1,TRUE,2018,federal:house,2018_SD_1,south dakota,Rep,,,1,,2018,156,5,south dakota,5,0.9309435,,,
tim johnson,tim johnson,cand738,3399,SDS08,0,,2010,federal:senate,2010_SD_S,south dakota,Sen,,J000177,10,,2010,149,5,south dakota,1,1.0000001,,,
tim johnson,tim johnson,cand738,3399,SDS14,0,,2012,federal:senate,2012_SD_S,south dakota,Sen,,J000177,10,,2012,68,9,south dakota,0,1.0000001,,,
charlotte bergmann,alan bohms,,3400,TN09,1,FALSE,2016,federal:house,2016_TN_9,tennessee,Rep,,,1,,2016,134,0,tennessee,12,0.83835745,,,
alan p woodruff,alan woodruff,cand44695,3401,TN01,1,TRUE,2012,federal:house,2012_TN_1,tennessee,Rep,,,2,,2012,33,0,tennessee,22,0.95214826,,,
amos scott powers,amos powers,cand133872,3402,TN06,6,TRUE,2014,federal:house,2014_TN_6,tennessee,Rep,,,2,,2014,20,0,tennessee,25,0.8775321,,,
lamar alexander,lamar alexander,cand1577,3403,TNS08,0,,2006,federal:senate,2006_TN_S,tennessee,Sen,Senate,A000360,14,,2006,669,13,tennessee,13,1.0000002,,,
lamar alexander,lamar alexander,cand1577,3403,TNS14,0,,2014,federal:senate,2014_TN_S,tennessee,Sen,Senate,A000360,14,,2014,150,12,tennessee,7,1.0000002,,,
lamar alexander,lamar alexander,cand1577,3403,TNS20,0,,2016,federal:senate,2016_TN_S,tennessee,Sen,Senate,A000360,14,,2016,1199,9,tennessee,6,1.0000002,,,
lamar alexander,lamar alexander,cand1577,3403,TNS20,0,,2018,federal:senate,2018_TN_S,tennessee,Sen,Senate,A000360,14,,2018,1310,14,tennessee,8,1.0000002,,,
bart rep gordon,bart gordon,cand684,3404,TN06,6,TRUE,2008,federal:house,2008_TN_6,tennessee,Rep,,G000309,4,,2008,57,0,tennessee,1,0.9388861,,,
bill hagerty,bill hagerty,cand150565,3405,TNS20,0,,2020,federal:senate,2020_TN_S,tennessee,Sen,,H000601,0,,2020,1413,0,tennessee,60,0.9999983,,,
bill hagerty,bill hagerty,cand150565,3405,TNS26,0,,2022,federal:senate,2022_TN_S,tennessee,Sen,,H000601,0,,2022,1312,1,tennessee,1,0.9999983,,,
bill haslam,bill haslam,cand109930,3406,,0,,2012,state:governor,,tennessee,Gov,,,10,,2012,330,3,tennessee,44,1.0000002,,,
bill haslam,bill haslam,cand109930,3406,,0,,2014,state:governor,,tennessee,Gov,,,10,,2014,150,1,tennessee,34,1.0000002,,,
bill lee,bill lee,cand69030231,3407,,0,,2022,state:governor,,tennessee,Gov,,,0,,2022,1311,2,tennessee,47,0.99999785,,,
bill lee,bill lee,cand69030231,3407,,0,,2020,state:governor,,tennessee,Gov,,,0,,2020,1412,1,tennessee,62,0.99999785,,,
william lloyd morrison,bill morrison,cand52635,3408,TN07,7,TRUE,2006,federal:house,2006_TN_7,tennessee,Rep,,,1,,2006,79,1,tennessee,30,0.9125262,,,
blair nicole walsingham,blair walsingham,cand153640,3409,TN01,1,TRUE,2020,federal:house,2020_TN_1,tennessee,Rep,,,0,,2020,198,2,tennessee,11,0.9388502,,,
bob ries,bob corker,,3410,TN05,0,FALSE,2012,federal:house,2012_TN_5,tennessee,Sen,,C001071,14,,2012,208,5,tennessee,12,0.9022013,,,
bob ries,bob ries,cand39274,3411,TN05,5,TRUE,2014,federal:house,2014_TN_5,tennessee,Rep,,,2,,2014,20,3,tennessee,11,1.0000001,,,
robert r scott,bob scott,cand56483,3412,TN02,2,TRUE,2014,federal:house,2014_TN_2,tennessee,Rep,,,3,,2014,20,4,tennessee,29,0.93392235,,,
robert dudley tuke,bob tuke,cand107331,3413,TNS08,0,,2008,federal:senate,2008_TN_S,tennessee,Sen,,,1,,2008,166,3,tennessee,26,0.8721176,,,
richard bradley staats,brad staats,cand119967,3414,TN05,5,TRUE,2012,federal:house,2012_TN_5,tennessee,Rep,,,2,,2012,46,7,tennessee,30,0.90995705,,,
brent howard benedict,brent benedict,cand52607,3415,TN03,3,TRUE,2006,federal:house,2006_TN_3,tennessee,Rep,,,1,,2006,51,3,tennessee,27,0.948527,,,
brett ryan carter,brett carter,cand39302,3416,TN06,6,TRUE,2010,federal:house,2010_TN_6,tennessee,Rep,,,1,,2010,125,2,tennessee,38,0.9604838,,,
charles j fleischmann,charles j. fleischmann,cand1166,3417,TN03,3,TRUE,2012,federal:house,2012_TN_3,tennessee,Rep,,F000459,2,,2012,33,8,tennessee,9,0.99282664,,,
charlotte bergmann,charlotte bergmann,cand144209,3418,TN09,9,TRUE,2014,federal:house,2014_TN_9,tennessee,Rep,,,4,,2014,15,6,tennessee,16,0.9999998,,,
charlotte bergmann,charlotte bergmann,cand144209,3418,TN09,9,TRUE,2018,federal:house,2018_TN_9,tennessee,Rep,,,4,,2018,102,2,tennessee,35,0.9999998,,,
charlotte bergmann,charlotte bergmann,cand144209,3418,TN09,9,TRUE,2020,federal:house,2020_TN_9,tennessee,Rep,,,4,,2020,98,3,tennessee,33,0.9999998,,,
christopher martin finley,christopher finley,cand145914,3419,TN06,6,TRUE,2020,federal:house,2020_TN_6,tennessee,Rep,,,0,,2020,161,4,tennessee,1,0.94821036,,,
christopher jolly hale,christopher j. hale,cand145912,3420,TN04,4,TRUE,2020,federal:house,2020_TN_4,tennessee,Rep,,,0,,2020,152,5,tennessee,37,0.9483248,,,
credo comlan amouzouvik,credo amouzouvik,cand44784,3421,TN07,7,TRUE,2012,federal:house,2012_TN_7,tennessee,Rep,,,2,,2012,39,10,tennessee,34,0.96813637,,,
daniel nelson cramer,dan cramer,cand143570,3422,TN07,7,TRUE,2014,federal:house,2014_TN_7,tennessee,Rep,,,2,,2014,13,7,tennessee,26,0.91473603,,,
danielle mitchell,danielle mitchell,cand141215,3423,TN03,3,TRUE,2018,federal:house,2018_TN_3,tennessee,Rep,,,1,,2018,136,4,tennessee,19,1.0000001,,,
dave evans,dave hancock,,3424,TN06,2,FALSE,2010,federal:house,2010_TN_6,tennessee,Rep,,,1,,2010,118,5,tennessee,33,0.8654417,,,
david davis,david davis,cand1011,3425,TN01,1,TRUE,2008,federal:house,2008_TN_1,tennessee,Rep,House,D000606,3,,2008,39,4,tennessee,6,0.99999994,,,
david hall,david hall,cand200789,3426,TN05,5,TRUE,2010,federal:house,2010_TN_5,tennessee,Rep,,,1,,2010,141,6,tennessee,30,1.0000001,,,
david hall,david hall,cand200789,3426,TN-50,5,,2010,state:lower,,tennessee,Rep,,,1,,2010,141,6,tennessee,30,1.0000001,,,
david kustoff,david kustoff,cand44777,3427,TN08,8,TRUE,2016,federal:house,2016_TN_8,tennessee,Rep,House,K000392,3,,2016,105,4,tennessee,16,1.0000001,,,
david phillip roe,david philip roe,cand1074,3428,TN01,1,TRUE,2010,federal:house,2010_TN_1,tennessee,Rep,,R000582,3,,2010,97,7,tennessee,8,0.9896291,,,
david phillip roe,david philip roe,cand1074,3428,TN01,1,TRUE,2012,federal:house,2012_TN_1,tennessee,Rep,,R000582,3,,2012,1,11,tennessee,5,0.9896291,,,
david w kent,david w. kent,cand138258,3429,TN06,6,TRUE,2016,federal:house,2016_TN_6,tennessee,Rep,,,1,,2016,140,5,tennessee,29,0.9925308,,,
dawn barlow,dawn barlow,cand144801,3430,TN06,6,TRUE,2018,federal:house,2018_TN_6,tennessee,Rep,,,1,,2018,138,6,tennessee,40,1.0000001,,,
diana harshbarger,diana harshbarger,cand153642,3431,TN01,1,TRUE,2020,federal:house,2020_TN_1,tennessee,Rep,House,H001086,0,,2020,198,8,tennessee,16,0.9999938,,,
diana harshbarger,diana harshbarger,cand153642,3431,TN01,1,TRUE,2022,federal:house,2022_TN_1,tennessee,Rep,House,H001086,0,,2022,183,8,tennessee,32,0.9999938,,,
diane black,diane black,cand1168,3432,TN06,6,TRUE,2010,federal:house,2010_TN_6,tennessee,Rep,House,B001273,11,,2010,125,8,tennessee,37,0.99999994,,,
david davis,doug vandagriff,,3433,TN01,3,FALSE,2008,federal:house,2008_TN_1,tennessee,Rep,,,1,,2008,12,6,tennessee,6,0.8220066,,,
richard eric stewart,eric stewart,cand44738,3434,TN04,4,TRUE,2012,federal:house,2012_TN_4,tennessee,Rep,,,2,,2012,39,13,tennessee,29,0.94036347,,,
erika stotts pearson,erika stotts pearson,cand138263,3435,TN08,8,TRUE,2018,federal:house,2018_TN_8,tennessee,Rep,,,1,,2018,103,8,tennessee,45,0.9999946,,,
erika stotts pearson,erika stotts pearson,cand138263,3435,TN08,8,TRUE,2020,federal:house,2020_TN_8,tennessee,Rep,,,1,,2020,117,9,tennessee,50,0.9999946,,,
george s flinn jr,"george flinn, jr",cand154596,3436,TN09,9,TRUE,2012,federal:house,2012_TN_9,tennessee,Rep,,,2,,2012,37,14,tennessee,20,0.97201574,,,
gordon ball,gordon ball,cand189616,3437,TNS14,0,,2014,federal:senate,2014_TN_S,tennessee,Sen,,,2,,2014,149,9,tennessee,33,1,,,
greg robert rabidoux,greg rabidoux,cand39316,3438,TN07,7,TRUE,2010,federal:house,2010_TN_7,tennessee,Rep,,,1,,2010,106,9,tennessee,40,0.94466424,,,
harold ford jr,harold ford,cand1481,3439,TN09,0,FALSE,2006,federal:house,2006_TN_9,tennessee,Sen,,F000261,1,,2006,667,5,tennessee,31,0.95349306,,,
harold ford jr,harold ford,cand1481,3439,TNS06,0,,2006,federal:senate,2006_TN_S,tennessee,Sen,,F000261,1,,2006,667,5,tennessee,31,0.95349306,,,
jim bryson,jim bryson,cand110204,3450,,0,,2006,state:governor,,tennessee,Gov,,,1,,2006,665,6,tennessee,50,0.9999989,,,
john james duncan jr,john duncan jr.,cand767,3451,TN02,2,TRUE,2014,federal:house,2014_TN_2,tennessee,Rep,,D000533,2,,2014,20,11,tennessee,2,0.96954244,,,
john w rose,john rose,cand141696,3452,TN06,6,TRUE,2020,federal:house,2020_TN_6,tennessee,Rep,House,R000612,1,,2020,161,11,tennessee,47,0.9581661,,,
john w rose,john rose,cand141696,3452,TN06,4,FALSE,2022,federal:house,2022_TN_6,tennessee,Rep,,R000612,0,,2022,9,11,tennessee,3,0.9581661,,,
john s tanner,john s. tanner,cand800,3453,TN08,8,TRUE,2006,federal:house,2006_TN_8,tennessee,Rep,House,T000038,2,,2006,73,11,tennessee,3,0.994933,,,
john m wolfe jr,"john wolfe, jr.",cand56500,3454,TN03,3,TRUE,2010,federal:house,2010_TN_3,tennessee,Rep,,,1,,2010,103,13,tennessee,53,0.9647572,,,
justin kanew,justin kanew,cand141217,3455,TN07,7,TRUE,2018,federal:house,2018_TN_7,tennessee,Rep,,,1,,2018,135,13,tennessee,18,1.0000001,,,
marvell r mitchell,kenneth martin,,3456,TN09,4,FALSE,2006,federal:house,2006_TN_9,tennessee,Rep,,,1,,2006,68,12,tennessee,39,0.8171115,,,
kiran sreepada,kiran sreepada,cand153663,3457,TN07,7,TRUE,2020,federal:house,2020_TN_7,tennessee,Rep,,,0,,2020,145,12,tennessee,22,0.9999984,,,
lenda sherrell,lenda sherrell,cand143568,3458,TN04,4,TRUE,2014,federal:house,2014_TN_4,tennessee,Rep,,,2,,2014,14,13,tennessee,24,1.0000001,,,
lincoln davis,lincoln davis,cand916,3459,TN04,4,TRUE,2006,federal:house,2006_TN_4,tennessee,Rep,House,D000599,4,,2006,69,14,tennessee,4,0.99999803,,,
lincoln davis,lincoln davis,cand916,3459,TN04,4,TRUE,2010,federal:house,2010_TN_4,tennessee,Rep,House,D000599,4,,2010,90,15,tennessee,4,0.99999803,,,
lincoln davis,lincoln davis,cand916,3459,TN04,3,FALSE,2012,federal:house,2012_TN_4,tennessee,Rep,,D000599,1,,2012,7,25,tennessee,2,0.99999803,,,
mariah nicole phillips,mariah phillips,cand140729,3460,TN04,4,TRUE,2018,federal:house,2018_TN_4,tennessee,Rep,,,1,,2018,179,15,tennessee,0,0.9579376,,,
mark norris,mark clayton,,3461,TN07,0,FALSE,2012,federal:house,2012_TN_7,tennessee,Sen,,,2,,2012,313,26,tennessee,32,0.8478172,,,
mark norris,mark clayton,,3461,TN-32,0,,2012,state:upper,,tennessee,Sen,,,2,,2012,313,26,tennessee,32,0.8478172,,,
mark green,mark green,cand142757,3462,TN07,7,TRUE,2018,federal:house,2018_TN_7,tennessee,Rep,House,G000590,1,,2018,135,16,tennessee,30,0.9999998,,,
mark green,mark green,cand142757,3462,TN-22,7,,2018,state:upper,,tennessee,Rep,House,G000590,1,,2018,135,16,tennessee,30,0.9999998,,,
mark norris,mark white,,3463,TN07,9,FALSE,2006,federal:house,2006_TN_7,tennessee,Rep,,,1,,2006,55,15,tennessee,17,0.8595421,,,
marquita bradshaw,marquita bradshaw,cand156499,3464,TNS20,0,,2020,federal:senate,2020_TN_S,tennessee,Sen,,,0,,2020,1413,15,tennessee,3,0.9999985,,,
martin olsen,marty olsen,cand141688,3465,TN01,1,TRUE,2018,federal:house,2018_TN_1,tennessee,Rep,,,1,,2018,190,18,tennessee,24,0.9505346,,,
mary margaret headrick,mary headrick,cand44714,3466,TN03,3,TRUE,2012,federal:house,2012_TN_3,tennessee,Rep,,,4,,2012,31,28,tennessee,26,0.94035834,,,
mary margaret headrick,mary headrick,cand44714,3466,TN03,3,TRUE,2014,federal:house,2014_TN_3,tennessee,Rep,,,4,,2014,22,15,tennessee,18,0.94035834,,,
meg gorman,meg gorman,cand153652,3467,TN03,3,TRUE,2020,federal:house,2020_TN_3,tennessee,Rep,,,0,,2020,173,17,tennessee,21,0.99999714,,,
melody shekari,melody shekari,cand137125,3468,TN03,3,TRUE,2016,federal:house,2016_TN_3,tennessee,Rep,,,1,,2016,134,11,tennessee,27,1,,,
michael ray mcwherter,michael edward clark,,3469,,1,,2010,state:governor,,tennessee,Rep,,,1,,2010,90,17,tennessee,58,0.8452525,,,
john s tanner,michael salyer,,3470,TN08,1,FALSE,2014,federal:house,2014_TN_8,tennessee,Rep,,,2,,2014,13,16,tennessee,3,0.8100801,,,
monty joe lankford,monty joe lankford,cand56507,3471,TN04,4,TRUE,2008,federal:house,2008_TN_4,tennessee,Rep,,,1,,2008,16,14,tennessee,18,1.0000002,,,
philip bredesen,phil bredesen,cand143391,3472,TNS18,0,,2018,federal:senate,2018_TN_S,tennessee,Sen,,,1,,2018,1310,19,tennessee,33,0.95627844,,,
philip bredesen,phil bredesen,cand143391,3472,,0,,2006,state:governor,,tennessee,Gov,,,1,,2006,671,17,tennessee,49,0.95627844,,,
mark norris,randy gene morris,,3473,TN07,7,TRUE,2008,federal:house,2008_TN_7,tennessee,Rep,,,1,,2008,12,15,tennessee,13,0.8295497,,,
mark norris,randy gene morris,,3473,TN-32,7,,2008,state:upper,,tennessee,Rep,,,1,,2008,12,15,tennessee,13,0.8295497,,,
renee hoyos,renee hoyos,cand142021,3474,TN02,2,TRUE,2018,federal:house,2018_TN_2,tennessee,Rep,,,1,,2018,178,21,tennessee,26,0.9999978,,,
renee hoyos,renee hoyos,cand142021,3474,TN02,2,TRUE,2020,federal:house,2020_TN_2,tennessee,Rep,,,1,,2020,205,19,tennessee,40,0.9999978,,,
ricky lynn trent,rick trent,cand52588,3475,TN01,1,TRUE,2006,federal:house,2006_TN_1,tennessee,Rep,,,1,,2006,71,18,tennessee,24,0.8947965,,,
robert p corker jr,rickey hobson,,3476,TNS18,8,,2016,federal:senate,2016_TN_S,tennessee,Rep,,,1,,2016,105,13,tennessee,7,0.8110008,,,
robert asbury russell,rob russell,cand56481,3477,TN01,1,TRUE,2008,federal:house,2008_TN_1,tennessee,Rep,,,1,,2008,16,16,tennessee,16,0.89754015,,,
roy brasfield herron,roy herron,cand39328,3478,TN08,8,TRUE,2010,federal:house,2010_TN_8,tennessee,Rep,,,1,,2010,87,19,tennessee,43,0.906788,,,
scott desjarlais,scott desjarlais,cand1167,3479,TN04,4,TRUE,2018,federal:house,2018_TN_4,tennessee,Rep,House,D000616,11,,2018,179,22,tennessee,16,1,,,
stacy ries snyder,stacy ries snyder,cand138256,3480,TN05,5,TRUE,2016,federal:house,2016_TN_5,tennessee,Rep,,,1,,2016,154,15,tennessee,31,0.99999994,,,
steve fincher,stephen fincher,cand1169,3481,TN08,8,TRUE,2016,federal:house,2016_TN_8,tennessee,Rep,,F000458,5,,2016,105,16,tennessee,11,0.96674764,,,
steven reynolds,steven reynolds,cand138253,3482,TN04,4,TRUE,2016,federal:house,2016_TN_4,tennessee,Rep,,,1,,2016,129,18,tennessee,32,1.0000001,,,
stuart starr,stuart starr,cand138248,3483,TN02,2,TRUE,2016,federal:house,2016_TN_2,tennessee,Rep,,,1,,2016,161,19,tennessee,33,1.0000001,,,
barton j gordon,tharon chandler,,3484,TN06,7,FALSE,2016,federal:house,2016_TN_6,tennessee,Rep,,,1,,2016,128,20,tennessee,1,0.823829,,,
tim burchett,tim burchett,cand141689,3485,TN02,2,TRUE,2018,federal:house,2018_TN_2,tennessee,Rep,,B001309,1,,2018,178,24,tennessee,23,1,,,
tim burchett,tim burchett,cand141689,3485,TN02,2,TRUE,2022,federal:house,2022_TN_2,tennessee,Rep,,B001309,1,,2022,183,22,tennessee,5,1,,,
timothy d dixon,timothy dixon,cand119973,3486,TN08,8,TRUE,2012,federal:house,2012_TN_8,tennessee,Rep,,,2,,2012,23,35,tennessee,35,0.98988056,,,
stephen i cohen,tom kovach,,3487,TN09,5,FALSE,2006,federal:house,2006_TN_9,tennessee,Rep,,,1,,2006,94,20,tennessee,7,0.81625193,,,
troy christopher goodale,troy goodale,cand44697,3488,TN02,2,TRUE,2012,federal:house,2012_TN_2,tennessee,Rep,,,2,,2012,38,38,tennessee,23,0.9339537,,,
steven reynolds,wayne alberson,,3489,TN04,9,FALSE,2016,federal:house,2016_TN_4,tennessee,Rep,,,1,,2016,122,21,tennessee,32,0.8274357,,,
thomas weston wamp,wes bradley,,3490,TN03,8,FALSE,2014,federal:house,2014_TN_3,tennessee,Rep,,,2,,2014,12,21,tennessee,17,0.8285908,,,
william h frist,william h. frist,cand1628,3491,TNS06,0,,2006,federal:senate,2006_TN_S,tennessee,Sen,Senate,F000439,1,,2006,667,21,tennessee,15,0.99453145,,,
adam p bell,adam p. bell,cand134877,3492,TX03,3,TRUE,2016,federal:house,2016_TX_3,texas,Rep,,,1,,2016,122,0,texas,110,0.98744696,,,
adrienne bell,adrienne bell,cand140746,3493,TX14,14,TRUE,2020,federal:house,2020_TX_14,texas,Rep,,,1,,2020,104,0,texas,113,0.99999756,,,
ameer omar,ahmad r. hassan,,3494,TX30,18,FALSE,2006,federal:house,2006_TX_30,texas,Rep,,,1,,2006,69,0,texas,97,0.85030776,,,
al lee,al green,,3495,TX33,2,FALSE,2012,federal:house,2012_TX_33,texas,Rep,,G000553,1,,2012,1,1,texas,130,0.87358147,,,
andy wilson,andy wilson,cand39566,3496,TX19,19,TRUE,2010,federal:house,2010_TX_19,texas,Rep,,,1,,2010,90,1,texas,62,0.99999815,,,
simon alvarado,antonio diaz,,3497,TX35,21,FALSE,2014,federal:house,2014_TX_35,texas,Rep,,,2,,2014,30,1,texas,74,0.8495207,,,
kathi thomas,arthur thomas iv,,3498,TX25,28,FALSE,2018,federal:house,2018_TX_25,texas,Rep,,,1,,2018,99,2,texas,9,0.85698754,,,
august lee pfluger jr,august pfluger,cand150458,3499,TX11,11,TRUE,2020,federal:house,2020_TX_11,texas,Rep,House,P000048,0,,2020,96,2,texas,264,0.93917,,,
august lee pfluger jr,august pfluger,cand150458,3499,TX11,11,TRUE,2022,federal:house,2022_TX_11,texas,Rep,House,P000048,0,,2022,105,2,texas,174,0.93917,,,
ava pate,ava reynero pate,cand134899,3500,TX18,18,TRUE,2018,federal:house,2018_TX_18,texas,Rep,,,1,,2018,83,3,texas,56,0.8607431,,,
barbara ann radnofsky,barbara ann radnofsky,cand106632,3501,TXS06,0,,2006,federal:senate,2006_TX_S,texas,Sen,,,1,,2006,2732,2,texas,101,0.9999984,,,
barbara carrasco,barbara carrasco,cand44996,3502,TX16,16,TRUE,2012,federal:house,2012_TX_16,texas,Rep,,,2,,2012,31,4,texas,83,0.9999982,,,
benjamin vanwinkle,beth van duyne,,3503,TX23,24,FALSE,2020,federal:house,2020_TX_23,texas,Rep,House,V000134,0,,2020,149,3,texas,256,0.88736653,,,
robert beto orourke,beto o'rourke,cand140862,3504,TX16,16,TRUE,2014,federal:house,2014_TX_16,texas,Rep,House,O000170,8,,2014,12,2,texas,54,0.948104,,,
robert beto orourke,beto o'rourke,cand140862,3504,TX16,16,TRUE,2016,federal:house,2016_TX_16,texas,Rep,House,O000170,8,,2016,132,2,texas,43,0.948104,,,
dwayne bradley stovall,bill bradshaw,,3505,TX36,12,FALSE,2016,federal:house,2016_TX_36,texas,Rep,,,1,,2016,131,3,texas,83,0.866683,,,
dwayne bradley stovall,bill bradshaw,,3505,TXS14,12,,2016,federal:senate,2016_TX_S,texas,Rep,,,1,,2016,131,3,texas,83,0.866683,,,
bill flores,bill flores,cand1170,3506,TX17,8,FALSE,2012,federal:house,2012_TX_17,texas,Rep,,F000461,1,,2012,6,7,texas,43,0.9999982,,,
randolph blake farenthold,r. blake farenthold,cand1172,3507,TX27,27,TRUE,2010,federal:house,2010_TX_27,texas,Rep,,F000460,1,,2010,83,40,texas,78,0.96051204,,,
brian babin,brian babin,cand52710,3508,TX36,36,TRUE,2018,federal:house,2018_TX_36,texas,Rep,House,B001291,6,,2018,113,6,texas,58,0.99999917,,,
brian patrick ruiz,brian p. ruiz,cand56788,3509,TX31,31,TRUE,2008,federal:house,2008_TX_31,texas,Rep,,,1,,2008,22,1,texas,84,0.96138084,,,
bryan keith underwood,bryan underwood,cand39651,3510,TX28,28,TRUE,2010,federal:house,2010_TX_28,texas,Rep,,,1,,2010,95,3,texas,80,0.9480775,,,
john calvin slavens,calvin deweese,,3511,TX03,13,FALSE,2016,federal:house,2016_TX_3,texas,Rep,,,1,,2016,79,7,texas,66,0.8584315,,,
candace duval,candace duval,cand45037,3512,TX21,21,TRUE,2012,federal:house,2012_TX_21,texas,Rep,,,2,,2012,61,10,texas,91,0.9999974,,,
candace valenzuela,candace valenzuela,cand148403,3513,TX24,24,TRUE,2020,federal:house,2020_TX_24,texas,Rep,,,0,,2020,149,6,texas,201,0.9999978,,,
carolyn salter,carolyn salter,cand153684,3514,TX05,5,TRUE,2020,federal:house,2020_TX_5,texas,Rep,,,0,,2020,107,8,texas,27,0.9999935,,,
catherine krantz,catherine krantz,cand142768,3515,TX04,4,TRUE,2018,federal:house,2018_TX_4,texas,Rep,,,1,,2018,129,7,texas,150,0.99999774,,,
charles a gonzalez,charles a. gonzalez,cand1547,3516,TX20,15,FALSE,2012,federal:house,2012_TX_20,texas,Rep,,G000544,1,,2012,1,11,texas,28,0.9922222,,,
glen charles robertson,charles lingerfelt,,3517,TX19,30,FALSE,2016,federal:house,2016_TX_19,texas,Rep,,,1,,2016,107,8,texas,98,0.8305908,,,
charles edward thompson,charlie thompson,cand52739,3518,TX05,5,TRUE,2006,federal:house,2006_TX_5,texas,Rep,,,1,,2006,70,4,texas,62,0.912482,,,
thomas chester edwards,chet edwards,cand1232,3519,TX17,17,TRUE,2006,federal:house,2006_TX_17,texas,Rep,,E000063,6,,2006,93,5,texas,21,0.8891013,,,
chip roy,chip roy,cand143308,3520,TX21,21,TRUE,2018,federal:house,2018_TX_21,texas,Rep,,R000614,1,,2018,165,8,texas,167,0.9999985,,,
chris bell,chris bell,cand920,3521,,0,,2006,federal:house,2006_TX_NA,texas,Gov,,B001241,1,,2006,2734,6,texas,10,0.9999976,,,
chris bell,chris bell,cand920,3521,,0,,2006,state:governor,,texas,Gov,,B001241,1,,2006,2734,6,texas,10,0.9999976,,,
chad wilbanks,chuck bradley,,3522,TX25,33,FALSE,2012,federal:house,2012_TX_25,texas,Rep,,,2,,2012,22,14,texas,101,0.8519907,,,
clayton trotter,clayton trotter,cand39572,3523,TX20,20,TRUE,2010,federal:house,2010_TX_20,texas,Rep,,,1,,2010,115,7,texas,63,0.9999991,,,
lloyd doggett,cody wommack,,3524,TX35,4,FALSE,2016,federal:house,2016_TX_35,texas,Rep,,,1,,2016,128,9,texas,18,0.8239852,,,
colin allred,colin allred,cand140763,3525,TX32,32,TRUE,2020,federal:house,2020_TX_32,texas,Rep,House,A000376,1,,2020,135,10,texas,92,0.9999958,,,
colin allred,colin allred,cand140763,3525,TX32,3,FALSE,2022,federal:house,2022_TX_32,texas,Rep,,A000376,0,,2022,10,9,texas,3,0.9999958,,,
dale allen brueggemann,dale brueggemann,cand45135,3526,TX15,15,TRUE,2012,federal:house,2012_TX_15,texas,Rep,,,2,,2012,17,16,texas,116,0.92151284,,,
